index,doi,url,custom-analysis,cited-program,used-data,cited-data,used-results,cited-results,country,report,agency,bbs_auths,notes,bbs.og_citation
,,,,,,,,,,,,,,"Jones, S. L. (2008). A forty-year comparison of the breeding avifauna in Grand Teton National Park, Wyoming. American Midland Naturalist. 159:172-189."
,,,,,,,,,,,,,,"Knick, S. T., Rotenberry, J. T., Leu, M. (2008). Habitat, topographical, and geographical components structuring shrubsteppe bird communities. Ecography. 31:389-400."
,,,,,,,,,,,,,,"Kostecke, R. M. (2008). Population trends of breeding birds on the Edwards Plateau, Texas: local versus regional patterns. Southwestern Naturalist. 53:466-471."
,,,,,,,,,,,,,,"Leu, M., Hanser, S. E., Knick, S. T. (2008). The human footprint in the west: A large-scale analysis of anthropogenic impacts. Ecological Applications. 18:1119-1139."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J.R., Niven, D. K. (2008). Combining Breeding Bird Survey and Christmas Bird Count data to evaluate seasonal components of population change in Northern Bobwhite. Journal of Wildlife Management. 72:44-51."
,,,,,,,,,,,,,,"McNulty, S.A., Droege, S., Masters, R.D. (2008). Long-term trends in breeding birds in an old-growth Adirondack forest and the surrounding region. Wilson Journal of Ornithology. 120:153-158."
,,,,,,,,,,,,,,"Nielson, Ryan M. , Mcdonald, Lyman L. , Sullivan, Joseph P. , Burgess, Colleen, Johnson, Devin S., Johnson, Douglas H., Bucholtz,  Shawn, Hyberg, Skip, Howlin, Shay (2008). Estimating the Response of Ring-Necked Pheasants (Phasianus colchicus) to the Conservation Reserve Program. Auk. 125:434-444."
,,,,,,,,,,,,,,"Niemuth, N. D., Solberg, J. W., Shaffer, T. L. (2008). Influence of moisture on density and distribution of grassland birds in North Dakota. Condor. 110:211-222."
,,,,,,,,,,,,,,"Pearce, J. L., Kirk, D. A., Lane, C.P., Mahr, M.H., Walmsley, J., Casey, D., Muir, J.E., Hannon, S., Hansen, A., Jones, K. (2008). Prioritizing Avian Conservation Areas for the Yellowstone to Yukon Region of North America. Biological Conservation. 141:908-924."
,,,,,,,,,,,,,,"Petersen, Michelle L., Linz, George M., Forcey, Greg, Thogmartin, Wayne, Bleier, William J. (2008). Evaluation of stop-level vs. route-level breeding bird survey counts for modeling the influence of land use and climate on breeding blackbird abundance in North Dakota. Proceedings of the Vertebrate Pest Conference. 23:122-124."
,,,,,,,,,,,,,,"Phillips, L. B., Hansen, A. J., Flather, C. H. (2008). Evaluating the species energy relationship with the newest measures of ecosystem energy: NDVI versus MODIS primary production. Remote Sensing of Environment. 112:3538-3549."
,,,,,,,,,,,,,,"Riffell, S., Scognamillo, D., Burger, L. W. (2008). Effects of the Conservation Reserve Program on northern bobwhite and grassland birds. Environmental Monitoring and Assessment. 146:309-323."
,,,,,,,,,,,,,,"Rowhani, P., Lepczyk, C. A., Linderman, M. A., Pidgeon, A. M., Radeloff, V. C., Culbert, P. D., Lambin, E. F. (2008). Variability in energy influences avian distribution patterns across the USA. Ecosystems. 11:854-867."
,,,,,,,,,,,,,,"Saracco, J. F., Desante, D. F., Kaschube, D. R. (2008). Assessing Landbird Monitoring Programs and Demographic Causes of Population Trends. Journal of Wildlife Management. 72:1665-1673."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W.A., Kendall, W.L., Kelley, J.R., Niven, D. K. (2008). A hierarchical model for estimating change in American Woodcock populations. Journal of Wildlife Management. 72:204-214."
,,,,,,,,,,,,,,"Schmidt, K.A., Ostfeld, R.S. (2008). Numerical and behavioral effects within a pulse-driven system: Consequences for shared prey. Ecology. 89:635-646."
,,,,,,,,,,,,,,"Smith, Krister T. (2008). On the measurement of beta diversity: an analog of the species–area relationship for point sources. Evolutionary Ecology Research. 10:987-1006."
,,,,,,,,,,,,,,"Valone, T.J., Barber, N.A. (2008). An empirical evaluation of the insurance hypothesis in diversity-stability models. Ecology. 89:522-531."
,,,,,,,,,,,,,,"Dolton, David D., Parker, Keri, Rau, Rebecca D.  ""Mourning dove population status, 2008"" Mourning dove, white-winged dove, and band-tailed pigeon population status, 2008 Laurel, Maryland, USA:U.S. Fish and Wildlife Service. 2008. 1-21"
,,,,,,,,,,,,,,"Sanders, T.A.  ""Band-tailed pigeon population status, 2008"" Mourning dove, white-winged dove, and band-tailed pigeon population status, 2008 Laurel, Maryland, USA:U.S. Fish and Wildlife Service. 2008. 33-43"
,,,,,,,,,,,,,,"Marvastian, Shirin Breeding bird survey and landscape change analysis in central Minnesota: a remote sensing perspective. St. Cloud, Minnesota:M.S. thesis, St. Cloud State University, 2008."
,,,,,,,,,,,,,,"Bahn, V., Mcgill, B.J. (2007). Can niche-based distribution models outperform spatial interpolation?. Global Ecology and Biogeography. 16:733-742."
,,,,,,,,,,,,,,"Betts, M. G., Mitchell, D., Dlamond, A. W., Bety, J. (2007). Uneven rates of landscape change as a source of bias in roadside wildlife surveys. Journal of Wildlife Management. 71:2266-2273."
,,,,,,,,,,,,,,"Brennan, S.P., Schnell, G.D. (2007). Multiscale analysis of tyrannid abundances and landscape variables in the Central Plains, U.S.A. Wilson Journal of Ornithology. 119:631-647."
,,,,,,,,,,,,,,"Cooper, C.B., Hochachka, W.M., Dhondt, A.A. (2007). Contrasting natural experiments confirm competition between House Finches and House Sparrows. Ecology. 88:864-870."
,,,,,,,,,,,,,,"Coppedge, B.R., Engle, D.M., Fuhlendorf, S.D. (2007). Markov models of land cover dynamics in a southern Great Plains grassland region. Landscape Ecology. 22:1383-1393."
,,,,,,,,,,,,,,"Costanzo, G.R., Hindman, L.J. (2007). Chesapeake Bay breeding waterfowl populations. Waterbirds. 30:17-24."
,,,,,,,,,,,,,,"Fearer, T. M., Prisley, S. P., Stauffer, D. F., Keyser, P. D. (2007). A method for integrating the Breeding Bird Survey and Forest Inventory and Analysis databases to evaluate forest bird-habitat relationships at multiple spatial scales. Forest Ecology and Management. 243:128-143."
,,,,,,,,,,,,,,"Forcey, G.M., Linz, G.M., Thogmartin, W.E., Bleier, W.J. (2007). Influence of land use and climate on wetland breeding birds in the Prairie Pothole region of Canada. Canadian Journal of Zoology. 85:421-436."
,,,,,,,,,,,,,,"Hitch, Alan T., LeBerg, Paul L. (2007). Breeding distributions of North American bird species moving north as a result of climate change. Conservation Biology. 21:534-539."
,,,,,,,,,,,,,,"Hobson, K.A., Van Wilgenburg, S., Wassenaar, L.I., Moore, F., Farrington, J. (2007). Estimating origins of three species of Neotropical migrant songbirds at a Gulf coast stopover site: Combining stable isotope and GIS tools. Condor. 109:256-267."
,,,,,,,,,,,,,,"Hurlbert, A.H., White, E.P. (2007). Ecological correlates of geographical range occupancy in North American birds. Global Ecology and Biogeography. 16:764-773."
,,,,,,,,,,,,,,"Jones, J., Doran, P.J., Holmes, R.T. (2007). Spatial scaling of avian population dynamics: Population abundance, growth rate, and variability. Ecology. 88:2505-2515."
,,,,,,,,,,,,,,"Koenig, W.D., Marcus, L., Scott, T.W., Dickinson, J.L. (2007). West Nile virus and California breeding bird declines. EcoHealth. 4:18-24."
,,,,,,,,,,,,,,"La Sorte, F.A., McKinney, M.L. (2007). Compositional changes over space and time along an occurrence-abundance continuum: Anthropogenic homogenization of the North American avifauna. Journal of Biogeography. 34:2159-2167."
,,,,,,,,,,,,,,"LaDeau, Shannon L., Kilpatrick, A. Marm, Marra, Peter P. (2007). West Nile virus emergence and large-scale declines of North American bird populations. Nature. 447:710-713."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J.R. (2007). Seasonal components of avian population change: Joint analysis of two large-scale monitoring programs. Ecology. 88:49-55."
,,,,,,,,,,,,,,"Lusk, J.J., Guthery, F.S., Peterson, M.J., Demaso, S.J. (2007). Evidence for regionally synchronized cycles in Texas quail population dynamics. Journal of Wildlife Management. 71:837-843."
,,,,,,,,,,,,,,"Niemuth, N.D., Dahl, A.L., Estey, M.E., Loesch, C.R. (2007). Representation of landcover along breeding bird survey routes in the northern plains. Journal of Wildlife Management. 71:2258-2265."
,,,,,,,,,,,,,,"O'Connell, T.J., Bishop, J.A., Brooks, R.P. (2007). Sub-sampling data from the North American Breeding Bird Survey for application to the Bird Community Index, an indicator of ecological condition. Ecological Indicators. 7:679-691."
,,,,,,,,,,,,,,"Pardieck, K. L., Sauer, J.R. (2007). The 1999-2003 summary of the North American Breeding Bird Survey. Bird Populations. 8:28-45."
,,,,,,,,,,,,,,"Pidgeon, A.M., Radeloff, V.C., Flather, C.H., Lepczyk, C.A., Clayton, M.K., Hawbaker, T.J., Hammer, R.B. (2007). Associations of forest bird species richness with housing and landscape patterns across the USA. Ecological Applications. 17:1989-2010."
,,,,,,,,,,,,,,"Royle, J.A., Kery, M. (2007). A Bayesian state-space formulation of dynamic occupancy models. Ecology. 88:1813-1823."
,,,,,,,,,,,,,,"Twedt, D.J., Wilson, R. R., Keister, A.S. (2007). Spatial models of Northern Bobwhite populations for conservation planning. Journal of Wildlife Management. 71:1808–1818."
,,,,,,,,,,,,,,"Valiela, I., Martinetto, P. (2007). Changes in bird abundance in eastern North America: Urban sprawl and global footprint?. BioScience. 57:360-370."
,,,,,,,,,,,,,,"Veech, J.A., Crist, T.O. (2007). Habitat and climate heterogeneity maintain beta-diversity of birds among landscapes within ecoregions. Global Ecology and Biogeography. 16:650-656."
,,,,,,,,,,,,,,"DeSante, David F., Ruhlen, Eric D., Scalf, Rusty, Barclay, John H., Hunting, Kevin W., Lincer, Jeffrey L., Linthicum, Janet, Roberts, Thomas A.  ""The Distribution and Relative Abundance of Burrowing Owls in California During 1991-1993: Evidence for a Declining Population and Thoughts on Its Conservation"" Proceedings of the California Burrowing Owl Symposium, November 2003 Point Reyes Station, CA:Institute for Bird Populations. 2007. 1-41"
,,,,,,,,,,,,,,"U.S. Geological Survey Strategic plan for the North American Breeding Bird Survey: 2006-2010. Reston, VA:U.S. Geological Survey Technical Report, 2007."
,,,,,,,,,,,,,,"Dolton, David D., Rau, Rebecca D., Parker, Keri Mourning dove population status, 2007. Laurel, Maryland, USA:U.S. Fish and Wildlife Service Technical Report, 2007."
,,,,,,,,,,,,,,"Neimuth, N.D., Quamen, F.R., Naugle, D.E., Reynolds, R.E., Estey, M.E., Shaffer, T. L. Benefits of the Conservation Reserve Program to Grassland Bird Populations in the Prairie Pothole Region of North Dakota and South Dakota. Bismarck, ND:U.S. Department of Agriculture Technical Report, 2007."
,,,,,,,,,,,,,,"Riffell, S. K., Burger, L.W., Scognamillo, D., Smith, M., Hamrick, R. Estimating Wildlife Response to the Conservation Reserve Program Bobwhite and Grassland Birds.  Final Report for Solicitation Number FSA-R-28-04DC. U.S. Department of Agriculture Technical Report, 2007."
,,,,,,,,,,,,,,"Bahn, V., O'Connor, R.J., Krohn, W. B. (2006). Importance of spatial autocorrelation in modeling bird distributions at a continental scale. Ecography. 29:835-844."
,,,,,,,,,,,,,,"Conway, C. J., Pardieck, K.L. (2006). Population trajectory of burrowing owls (Athene cunicularia) in eastern Washington. Northwest Science. 80:292-297."
,,,,,,,,,,,,,,"Coppedge, Bryan R., Engle, David M., Masters, Ronald E., Gregory, Mark S. (2006). Development of a grassland integrity index based on breeding bird assemblages. Environmental Monitoring and Assessment. 118:125-145."
,,,,,,,,,,,,,,"Gardali, T., Holmes, A. L., Small, S. L., Nur, N., Geupel, G. R., Golet, G. H. (2006). Abundance patterns of landbirds in restored and remnant riparian forests on the Sacramento River, California, USA. Restoration Ecology. 14:391-403."
,,,,,,,,,,,,,,"Hamer, T.L., Flather, C.H., Noon, B.R. (2006). Factors associated with grassland bird species richness: The relative roles of grassland area, landscape structure, and prey. Landscape Ecology. 21:569-583."
,,,,,,,,,,,,,,"Herbert, Jonathan, Nollenberger, Earl L. (2006). Population trends in six bird species: black-throated blue warbler; pileated woodpecker; grey catbird; wood thrush; eastern towhee; and golden-crowned kinglet; in a 5 hectare oak-hickory woodlot in southcentral Pennsylvania. Journal of the Pennsylvania Academy of Science. 79:110-111 (abstract)."
,,,,,,,,,,,,,,"Hochachka, W., Lovette, I. (2006). Phylogenetic niche conservatism and competition structured local species assemblages in North American Wood Warblers, Parulidae. Journal of Ornithology. 147:44-45 abstract."
,,,,,,,,,,,,,,"Howell, J.A. (2006). Are we clearing the way to future understanding through monitoring?. Transactions of the Western Section of the Wildlife Society. 42:1-3."
,,,,,,,,,,,,,,"Karanth, K. K., Nichols, J.D., Sauer, J.R., Hines, J. E. (2006). Comparative dynamics of avian communities across edges and interiors of North American ecoregions. Journal of Biogeography. 33:674-682."
,,,,,,,,,,,,,,"Kosciuch, Karl L., Ormston, Cheryl G., Arnold, Keith A. (2006). Breeding range expansion by cave swallows (Petrochelidon fulva) in Texas. Southwestern Naturalist. 51:203-209."
,,,,,,,,,,,,,,"La Sorte, F.A. (2006). Geographical expansion and increased prevalence of common species in avian assemblages: Implications for large-scale patterns of species richness. Journal of Biogeography. 33:1183-1191."
,,,,,,,,,,,,,,"Lovette, Irby J., Hochachka, Wesley M. (2006). Simultaneous effects of phylogenetic niche conservatism and competition on avian community structure. Ecology. 87:S14-S28."
,,,,,,,,,,,,,,"Monahan, William B., Koenig, Walter D. (2006). Estimating the potential effects of sudden oak death on oak-dependent birds. Biological Conservation. 127:146-157."
,,,,,,,,,,,,,,"Pollock, Jacob F. (2006). Detecting population declines over large areas with presence-absence, time-to-encounter, and count survey methods. Conservation Biology. 20:882-892."
,,,,,,,,,,,,,,"Thogmartin, W,E,, Howe, F.P., James, F.C., Johnson, D.H., Reed, E.T., Sauer, J.R., Thompson, F.R. (2006). A review of the population estimation approach of the North American landbird conservation plan. Auk. 123:892-904."
,,,,,,,,,,,,,,"Thogmartin, W.E., Knutson, M.G., Sauer, J.R. (2006). Predicting regional abundance of rare grassland birds with a hierarchical spatial count model. Condor. 108:25-46."
,,,,,,,,,,,,,,"Tittler, Rebecca, Fahrig, Lenore, Villard, Marc-Andre (2006). Evidence of large-scale source-sink dynamics and long-distance dispersal among wood thrush populations. Ecology. 87:3029-3036."
,,,,,,,,,,,,,,"Veech, Joseph A. (2006). A probability-based analysis of temporal and spatial co-occurrence in grassland birds. Journal of Biogeography. 33:2145-2153."
,,,,,,,,,,,,,,"Veech, Joseph A. (2006). A comparison of landscapes occupied by increasing and decreasing populations of grassland birds. Conservation Biology. 20:1422-1432."
,,,,,,,,,,,,,,"Veech, Joseph A. (2006). Increasing and declining populations of northern bobwhites inhabit different types of landscapes. Journal of Wildlife Management. 70:922-930."
,,,,,,,,,,,,,,"Doyle, Frank I.  ""Goshawks in Canada: Population responses to harvesting and the appropriateness of using standard bird monitoring techniques to assess their status"" The northern goshawk : a technical assessment of its status, ecology, and management 2006. 135-140"
,,,,,,,,,,,,,,"Fearer, Todd M. Evaluating population-habitat relationships of forest breeding birds at multiple spatial and temporal scales using Forest Inventory and Analysis data. Blacksburg:Ph.D. dissertation, Virginia Polytechnic Institute and State University, 2006."
,,,,,,,,,,,,,,"Forcey, Greg M. Landscape-level influences on wetland birds in the Prairie Pothole Region of the United States and Canada. Fargo:Ph.D. dissertation, North Dakota State University, 2006."
,,,,,,,,,,,,,,"Brennan, Sarah P., Schnell, Gary D. (2005). Relationship between bird abundances and landscape characteristics: The influence of scale. Environmental Monitoring and Assessment. 105:209-228."
,,,,,,,,,,,,,,"Casazza, Michael L., Yee, Julie. L., Miller, Michael R., Orthmeyer, Dennis L., Yparraguirre, Daniel R., Jarvis, Robert L., Overton, Cory T. (2005). Evaluation of current population indices for band-tailed pigeons. Wildlife Society Bulletin. 33:606-615."
,,,,,,,,,,,,,,"Dorazio, R. M., Royle, J. A. (2005). Estimating size and composition of biological communities by modeling the occurrence of species. Journal of the American Statistical Association. 100:389-398."
,,,,,,,,,,,,,,"Fortin, M.-J., Keitt, T.H., Maurer, B.A., Taper, M.l., Kaufman, Dawn M., Blackburn, T.M. (2005). Species' geographic ranges and distributional limits: pattern analysis and statistical issues. Oikos. 108:7-17."
,,,,,,,,,,,,,,"Francis, Charles M., Bart, Jonathan, Dunn, Erica H., Burnham, Kenneth P., Ralph, C. John (2005). Enhancing the value of the Breeding Bird Survey: reply to Sauer et al. (2005). Journal of Wildlife Management. 69:1327-1332."
,,,,,,,,,,,,,,"Hurlbert, Allen H., White, Ethan P. (2005). Disparity between range map- and survey-based analyses of species richness: patterns, processes and implications. Ecology Letters. 8:319-327."
,,,,,,,,,,,,,,"Koenig, W. D., Liebhold, A. M. (2005). Effects of periodical cicada emergences on abundance and synchrony of avian populations. Ecology. 86:1873-1882."
,,,,,,,,,,,,,,"La Sorte, Frank A., Boecklen, William J. (2005). Temporal turnover of common species in avian assemblages in North America. Journal of Biogeography. 32:1151-1160."
,,,,,,,,,,,,,,"La Sorte, Frank A., Boecklen, William J. (2005). Changes in the diversity structure of avian assemblages in North America. Global Ecology and Biogeography. 14:367-378."
,,,,,,,,,,,,,,"Loehle, Craig, Hansen, Andy (2005). Community structure and scaling relations for the avifauna of the US pacific and inland northwest. Ecological Complexity. 2:59-70."
,,,,,,,,,,,,,,"Mineau, Pierre, Downes, Connie M., Kirk, David Anthony, Bayne, Erin, Csizy, Myriam (2005). Patterns of bird species abundance in relation to granular insecticide use in the Canadian prairies. Ecoscience. 12:267-278."
,,,,,,,,,,,,,,"Royle, J.A., Wikle, C.K. (2005). Efficient statistical mapping of avian count data. Environmental and Ecological Statistics. 12:225-243."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W. A., Nichols, J.D., Royle, J. A. (2005). Using the North American Breeding Bird Survey as a tool for conservation: A critique of BART et al. (2004). Journal of Wildlife Management. 69:1321-1326."
,,,,,,,,,,,,,,"Howe, Robert W., Roberts, Lance J.  ""Sixteen years of habitat-based bird monitoring in the Nicolet National Forest"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 963-973"
,,,,,,,,,,,,,,"Peters, Gary M.  ""Making management recommendations from annual bird point count data"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 944-949"
,,,,,,,,,,,,,,"Sauer, J.R., Link, W.A., Royle, J.A.  ""Hierarchical models and Bayesian analysis of bird survey information"" Bird Conservation Implementation and Integration in the Americas:  Proceedings of the Third International Partners in Flight Conference 2002 Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 762-770 (v. 2)"
,,,,,,,,,,,,,,"Niven, D. K., Sauer, J.R., Butcher, G.S.  ""Population trends of North American sea ducks based on Christmas Bird Count and Breeding Bird Survey data"" Second North American Sea Duck Conference, November 7-11, 2005, Annapolis, Maryland.  Program and Abstracts 2005. 101 (abstract)"
,,,,,,,,,,,,,,"Hanowski, Joann, Lind, J. I. M., Danz, Nick, Niemi, Gerald, Jones, T. I. M.  ""Regional breeding bird monitoring in western Great Lakes National Forests"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 974-981"
,,,,,,,,,,,,,,"Desante, David F., Nott, M. Philip, Kaschube, Danielle R.  ""Monitoring, modeling, and management: why base avian management on vital rates and how should it be done?"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 795-804"
,,,,,,,,,,,,,,"Bart, Jonathan, Buchanan, Joseph B., Altman, B. O. B.  ""Improving the Breeding Bird Survey"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 771-776"
,,,,,,,,,,,,,,"Niemuth, Neal D., Estey, Michael E., Loesch, Charles R.  ""Developing spatially explicit habitat models for grassland bird conservation planning in the Prairie pothole region of North Dakota"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 469-477"
,,,,,,,,,,,,,,"Labra, Fabio A., Abades, Sebastian R., Marquet, Pablo A., Sax, D. O. V. F., Stachowicz, John J., Gaines, Steven D.  ""Distribution and Abundance. Scaling Patterns in Exotic and Native Bird Species"" Species Invasions: Insights Into Ecology, Evolution, and Biogeography Sunderland, MA:Sinauer Associates. 2005. 421-446"
,,,,,,,,,,,,,,"Rosenberg, Kenneth V., Blancher, Peter J.  ""Setting numerical population objectives for priority landbird species"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 57-67"
,,,,,,,,,,,,,,"Sauer, John R., Casey, Jennifer, Laskowski, Harold, Taylor, J. A. N. D., Fallon, Jane  ""Use of survey data to define regional and local Priorities for Management on National Wildlife Refuges"" Bird conservation implementation and integration in the Americas : Proceedings of the third International Partners in Flight Conference, March 20-24, 2002, Asilomar, California Albany, California:U. S. Forest Service, Pacific Southwest Research Station. 2005. 1224-1231"
,,,,,,,,,,,,,,"Pepin, Line Pesticide use and avian diversity in California. Ottawa, Ontario, Canada:M.S. thesis, University of Ottawa, 2005."
,,,,,,,,,,,,,,"Judy, Jared Correlates and possible causes of fluctuations in a local wood thrush population. Newark:M.S. thesis, University of Delaware, 2005."
,,,,,,,,,,,,,,"Bahn, Volker Implications of spatial autocorrelation and dispersal for the modeling of species distributions. Orono:Ph.D. dissertation, University of Maine, 2005."
,,,,,,,,,,,,,,"Doster, Robert Hunter Ecology and conservation of wintering migratory birds in early-successional habitats of the lower Mississippi River alluvial valley. Fayetteville:Ph.D. dissertation, University of Arkansas, 2005."
,,,,,,,,,,,,,,"Skillen, Jennifer Jeanne Landscape structure and the biological diversity of the North American avifauna. East Lansing:Ph.D. dissertation, Michigan State University, 2005."
,,,,,,,,,,,,,,"La Sorte, Francesco A. Changes in avian diversity structure in North America: Patterns, causes, and implications. Las Cruces:Ph.D. dissertation, New Mexico State University, 2005."
,,,,,,,,,,,,,,"Matsuoka, Steven M. 2004 update on the North American Breeding Bird Survey, Alaska. Anchorage, Alaska:U.S. Fish and Wildlife Service Technical Report, 2005."
,,,,,,,,,,,,,,"Alpizar-Jara, R., Nichols, J.D., Hines, J.E.,  Sauer, J.R., Pollock, K.H., Rosenberry, C.S. (2004). The relationship between species detection probability and local extinction probability. Oecologia. 141:652-660."
,,,,,,,,,,,,,,"Bart, Jonathan, Burnham, Kenneth P., Dunn, Erica H., Francis, Charles M., Ralph, C. John (2004). Goals and strategies for estimating trends in landbird abundance. Journal of Wildlife Management. 68:611-626."
,,,,,,,,,,,,,,"Husak, Michael S., Linder, Eric T. (2004). Geographic locale and relative dominance patterns among North American passerine communities. Ecography. 27:668-676."
,,,,,,,,,,,,,,"Lawler, Joshua J., O'Connor, Raymond J. (2004). How well do consistently monitored breeding bird survey routes represent the environments of the conterminous United States?. Condor. 106:801-814."
,,,,,,,,,,,,,,"Lloyd-Evans, Trevor L., Atwood, Jonathan L. (2004). 32 years of changes in passerine numbers during spring and fall migrations in coastal Massachusetts. Wilson Bulletin. 116:1-16."
,,,,,,,,,,,,,,"Ransom, Dean, Jr., Slack, R. Douglas (2004). Observations of bird communities in relation to reservoir impoundment. Texas Journal of Science. 56:187-196."
,,,,,,,,,,,,,,"Royle, J. Andrew (2004). N-mixture models for estimating population size from spatially replicated counts. Biometrics. 60:108-115."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W.A., Royle, J.A. (2004). Estimating population trends with a linear model:  technical comments. Condor. 106:435-440."
,,,,,,,,,,,,,,"Thogmartin, W.E., Sauer, J.R., Knutson, M.G. (2004). A hierarchical spatial model of avian abundance with application to Cerulean Warblers. Ecological Applications. 14:1766-1779."
,,,,,,,,,,,,,,"Rimmer, Christopher C., Faccio, Steven D., Lloyd-Evans, Trevor L., Hagan, John M., III  ""A comparison of constant-effort mist netting results at a coastal and inland New England site during migration"" Monitoring bird populations with mist nets 2004. 123-134"
,,,,,,,,,,,,,,"Sendel, Tania Teresa Is climate change responsible for local changes in passerine abundance in North America?. Ottawa, Ontario, Canada:M.S. thesis, University of Ottawa, 2004."
,,,,,,,,,,,,,,"Radenbaugh, Todd Alan Changing landscapes and resource use by breeding birds in the Mixed Grassland Ecoregion of Saskatchewan. Regina, Saskatchewan, Canada:Ph.D. dissertation, University of Regina, 2004."
,,,,,,,,,,,,,,"Matthews, Stephen N., O'Connor, Raymond J., Iverson, Louis R., Prasad, Anantha M. Atlas of climate change effects in 150 bird species of the eastern United States. Newtown Square, PA:U.S. Forest Service  Technical Report, 2004."
,,,,,,,,,,,,,,"Ballard, G., Geupel, G.R., Nur, N., Gardali, T. (2003). Long-term declines and decadel patterns in population trends of songbirds in western North America, 1979-1999. Condor. 105:737-755."
,,,,,,,,,,,,,,"Dettmers, Randy (2003). Status and conservation of shrubland birds in the northeastern US. Forest Ecology and Management. 185:81-93."
,,,,,,,,,,,,,,"Downes, C.M., Collins, B.T. (2003). The Canadian Breeding Bird Survey, 1967-2000. Canadian Wildlife Service Progress Notes. 219:40 pp."
,,,,,,,,,,,,,,"Krueper, D., Bart, J., Rich, T. D. (2003). Response of Vegetation and Breeding Birds to the Removal of Cattle on the San Pedro River, Arizona (U.S.A.). Conservation Biology. 17:607-615."
,,,,,,,,,,,,,,"McGill, Brian J. (2003). A test of the unified neutral theory of biodiversity. Nature. 422:881-885."
,,,,,,,,,,,,,,"Neimuth, N.D., Solberg, J.W. (2003). Response of waterbirds to numbers of wetlands in the prairie pothole region of North Dakota, U.S.A. Waterbirds. 26:233-238."
,,,,,,,,,,,,,,"Peterson, A. Townsend, Robins, C. Richard (2003). Using ecological-niche modeling to predict barred owl invasions with implications for spotted owl conservation. Conservation Biology. 17:1161-1165."
,,,,,,,,,,,,,,"Sauer, J.R., Fallon, J.E., Johnson, R. (2003). Use of North American Breeding Bird Survey data to estimate population change for bird conservation regions. Journal of Wildlife Management. 67:372-389."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W. A. (2003). Hierarchical models and the analysis of bird survey information. Ornis Hungarica. 12-13:217-222."
,,,,,,,,,,,,,,"Schmidt, Kenneth A. (2003). Nest predation and population declines in Illinois songbirds: A case for mesopredator effects. Conservation Biology. 17:1141-1150."
,,,,,,,,,,,,,,"Schmidt, Kenneth A., Ostfeld, Richard S. (2003). Songbird populations in fluctuating environments: predator responses to pulsed resources. Ecology. 84:406-415."
,,,,,,,,,,,,,,"Vance, Melissa D., Fahrig, Lenore, Flather, Curtis H. (2003). Effect of reproductive rate on minimum habitat requirements of forest-breeding birds. Ecology. 84:2643-2653."
,,,,,,,,,,,,,,"Kahl, Katherine Jane Effects of landscape change on golden-winged and blue-winged warblers in Michigan. East Lansing:M.S. thesis, Michigan State University, 2003."
,,,,,,,,,,,,,,"Hartley, Mitschka John Effects of small-gap timber harvests on songbird community composition and site-fidelity (Maine). Orono:Ph.D. dissertation, University of Maine, 2003."
,,,,,,,,,,,,,,"Klute, David S., Ayers, Loren W., Green, Michael T., Howe, William H., Jones, Stephanie L., Shaffer, Jill A., Sheffield, Steven R., Zimmerman, Tara S. Status Assessment and Conservation Plan for the Western Burrowing Owl in the United States. Washington, D C:U.S. Fish and Wildlife Service Technical Report, 2003."
,,,,,,,,,,,,,,"Auchly, Bruce (2002). Hope for Montana's prairie songsters. Montana Outdoors. 33:22-27."
,,,,,,,,,,,,,,"Bedell, P.A. (2002). Trends through time: 57 years of spring arrival dates for neotropical migrants in central Virginia. Virginia Journal of Science. 53:101-102 (abstract)."
,,,,,,,,,,,,,,"Cam, E., Nichols, J.D., Sauer, J.R., Hines, J.E. (2002). On the estimation of species richness based on the accumulation of previously unrecorded species. Ecography. 25:102-108."
