index,doi,url,custom-analysis,cited-program,used-data,cited-data,used-results,cited-results,country,report,agency,bbs_auths,notes,bbs.og_citation
,,,,,,,,,,,,,,"Donovan, Therese M., Flather, Curtis H. (2002). Relationships among North American songbird trends, habitat fragmentation, and landscape occupancy. Ecological Applications. 12:364-374."
,,,,,,,,,,,,,,"Dunn, Erica H. (2002). Using decline in bird populations to identify needs for conservation action. Conservation Biology. 16:1632-1637."
,,,,,,,,,,,,,,"Hames, Ralph S., Rosenberg, Kenneth V., Lowe, James D., Barker, Sara E., Dhondt, Andre A. (2002). Adverse effects of acid rain on the distribution of the Wood Thrush Hylocichla mustelina in North America. Proceedings of the National Academy of Sciences of the United States of America. 99:11235-11240."
,,,,,,,,,,,,,,"Link, W. A., Sauer, J.R. (2002). A hierarchical analysis of population change with application to Cerulean Warblers. Ecology. 83:2832-2840."
,,,,,,,,,,,,,,"Rodriguez, Jon Paul (2002). Range contraction in declining North American bird populations. Ecological Applications. 12:238-248."
,,,,,,,,,,,,,,"Sauer, J.R., Link, W. A. (2002). Hierarchical modeling of population stability and species group attributes from survey data. Ecology. 83:1743-1751."
,,,,,,,,,,,,,,"Hahn, D.C., O'Connor, J.R.  ""Contrasting determinants of abundance in ancestral and colonized ranges of an invasive brood parasite"" Predicting species occurrences : issues of accuracy and scale Washington, DC:Island Press. 2002. 219-228"
,,,,,,,,,,,,,,"Royle, J.A., Link, W. A., Sauer, J.R.  ""Statistical mapping of count survey data"" Predicting species occurrences : issues of accuracy and scale Washington, DC:Island Press. 2002. 625-638"
,,,,,,,,,,,,,,"Vance, Melissa Dionne Relationship between minimum habitat requirements and annual reproductive rates in forest-breeding birds. Ottawa, Ontario:M.S. thesis, Carleton University, 2002."
,,,,,,,,,,,,,,"Williams, Gary E., Jr. Relations of nesting behavior, nest predators, and nesting success of wood thrushes (Hylocichla mustelina) to habitat characteristics at multiple scales (West Virginia). Morgantown:Ph.D. dissertation, West Virginia University, 2002."
,,,,,,,,,,,,,,"Burhans, Dirk E. Conservation assessment - Henslow's sparrow Ammodramus henslowii. U.S. Forest Service Technical Report, 2002."
,,,,,,,,,,,,,,"Division of Migratory Bird Management, U.S. Fish and Wildlife Service Birds of conservation concern 2002. Arlington, Virginia:U.S. Fish and Wildlife Service Technical Report, 2002."
,,,,,,,,,,,,,,"Arrowood, Patricia C., Finley, Carol A., Thompson, Bruce C. (2001). Analyses of burrowing owl populations in New Mexico. Journal of Raptor Research. 35:362-370."
,,,,,,,,,,,,,,"Blackwell, Bradley F., Dolbeer, Richard A. (2001). Decline of the red-winged blackbird population in Ohio correlated to changes in agriculture (1965-1996). Journal of Wildlife Management. 65:661-667."
,,,,,,,,,,,,,,"Boulinier, T., Nichols, J.D., Hines, J.E., Sauer, J.R., Flather, C.H., Pollock, K.H. (2001). Forest fragmentation and bird community dynamics:  inference at regional scales. Ecology. 82:1159-1169."
,,,,,,,,,,,,,,"Cassey, P., King, R.A.R. (2001). The problem of testing the goodness-of-fit of stochastic resource apportionment models. Environmetrics. 12:691-698."
,,,,,,,,,,,,,,"Coppedge, Bryan R., Engle, David M., Masters, Ronald E., Gregory, Mark S. (2001). Avian response to landscape change in fragmented southern Great Plains grasslands. Ecological Applications. 11:47-59."
,,,,,,,,,,,,,,"Cumming, Enid E., Hobson, Keith A., Van Wilgenburg, Steven L. (2001). Breeding bird declines in the boreal forest fringe of western Canada: insights from long-term BBS routes. Canadian Field-Naturalist. 115:425-435."
,,,,,,,,,,,,,,"Desante, David F., Nott, M. Philip, O'Grady, Danielle R. (2001). Using maps (monitoring avian productivity and survivorship) data to identify management strategies for reversing population declines in landbirds. North American Bird Bander. 26:195."
,,,,,,,,,,,,,,"Desante, David F., Nott, M. Philip, O'Grady, Danielle R. (2001). Identifying the proximate demographic cause(s) of population change by modelling spatial variation in productivity, survivorship, and population trends. Ardea. 89:185-208."
,,,,,,,,,,,,,,"Dunn, E.H., Larivee, J., Cyr, A. (2001). Site-specific observation in the breeding season improves the ability of checklist data to track population trends. Journal of Field Ornithology. 72:547-555."
,,,,,,,,,,,,,,"Freemark, Kathryn E., Kirk, David A. (2001). Birds on organic and conventional farms in Ontario: partitioning effects of habitat and practices on species composition and abundance. Biological Conservation. 101:337-350."
,,,,,,,,,,,,,,"Holmes, Richard T., Sherry, Thomas W. (2001). Thirty-year bird population trends in an unfragmented temperate deciduous forest: Importance of habitat change. Auk. 118:589-609."
,,,,,,,,,,,,,,"Murphy, M.T. (2001). Habitat-specific demography of a long-distance, neotropical migrant bird, the Eastern Kingbird. Ecology. 82:1304-1318."
,,,,,,,,,,,,,,"Peterjohn, B.G. (2001). Some considerations on the use of ecological models to predict species' geographic distributions. Condor. 103:661-663."
,,,,,,,,,,,,,,"Peterson, A.Townsend (2001). Predicting species' geographic distributions based on ecological niche modeling. Condor. 103:599-605."
,,,,,,,,,,,,,,"Sanzenbacher, P.M., Haig, S.M. (2001). Killdeer population trends in North America. Journal of Field Ornithology. 72:160-169."
,,,,,,,,,,,,,,"Sauer, J.R., Nichols, J.D., Hines, J.E., Boulinier, T., Flather, C.H., Kendall, R.J.  ""Regional patterns in proportion of bird species detected in the North American Breeding Bird Survey"" Wildlife, Land, and People:  Priorities for the 21st Century Bethesda, Maryland:The Wildlife Society. 2001. 293-296"
,,,,,,,,,,,,,,"Nichols, J.D., Sauer, J.R., Hines, J.E., Boulinier, T., Pollock, K.H.  ""Estimation of species richness and parameters reflecting community dynamics using data from ecological monitoring programs"" Conservation of Biological Diversity: A Key to the Restoration of the Chesapeake Bay Ecosystem and Beyond.  Proceedings of a conference held May 10-13, 1998 in Annapolis Annapolis:Maryland Department of Natural Resources. 2001. 181-187"
,,,,,,,,,,,,,,"Cam, E., Nichols, J.D., Hines, J.E., Sauer, J.R. (2000). Inferences about nested subsets structure when not all species are detected. Oikos. 91:428-434."
,,,,,,,,,,,,,,"Cam, E., Sauer, J.R., Nichols, J.D., Hines, J.E., Flather, C.H. (2000). Geographic analysis of species richness and community attributes of forest birds from survey data in the mid-Atlantic integrated assessment region. Environmental Monitoring and Assessment. 63:81-94."
,,,,,,,,,,,,,,"Carter, M.F., Hunter, W.C., Pashley, D.N., Rosenberg, K.V. (2000). Setting conservation priorities for landbirds in the United States: The Partners in Flight approach. Auk. 117:541-548."
,,,,,,,,,,,,,,"Dunn, E.H., Downes, C.M., Collins, B.T. (2000). The Canadian Breeding Bird Survey, 1967-1998. Canadian Wildlife Service Progress Notes. 216:40 pp."
,,,,,,,,,,,,,,"Husak, Michael S., Maxwell, Terry C. (2000). A review of 20th century range expansion and population trends of the golden-fronted woodpecker (Melanerpes aurifrons): historical and ecological perspectives. Texas Journal of Science. 52:275-284."
,,,,,,,,,,,,,,"Jones, K.B., Neale, A.C., Nash, M.S., Riitters, K.H., Wickham, J.D., O'Neill, R.V. , Remortel, V. (2000). Landscape correlates of breeding bird richness across the United States mid-Atlantic region. Environmental Monitoring and Assessment. 63:159-174."
,,,,,,,,,,,,,,"Mcshea, William J. (2000). The influence of acorn crops on annual variation in rodent and bird populations. Ecology. 81:228-238."
,,,,,,,,,,,,,,"Pardieck, K.L., Sauer, J.R. (2000). The 1995-1999 summary of the North American Breeding Bird Survey. Bird Populations. 5:30-48."
,,,,,,,,,,,,,,"Sauer, J.R.  ""Combining information from monitoring programs: Complications associated with indices and geographic scale"" Strategies for Bird Conservation: The Partners in Flight Planning Process.  Proceedings of the 3rd Partners in Flight Workshop, Cape May, New Jersey, October 1-5, 1995 Ogden, Utah:U.S. Forest Service, Rocky Mountain Research Station. 2000. 124-126"
,,,,,,,,,,,,,,"Peterjohn, B.G.,  Sauer, J.R., Schwarz, S.  ""Temporal and geographic patterns in population trends of brown-headed cowbirds"" Ecology and management of cowbirds and their hosts:  studies in the conservation of North American passerine birds Austin, TX:University of Texas Press. 2000. 21-34"
,,,,,,,,,,,,,,"Peyman Dove, Linda Diane Landscape metrics to assess habitat suitability for conservation bird species in the southeastern United States. Mississippi State, MS:Ph.D. dissertation, Mississippi State University, 2000."
,,,,,,,,,,,,,,"Certain, David Lee A multiscale analysis of nest-site choice, nest success, and population abundance in the scissor-tailed flycatcher (Tyrannus forficatus). Norman:Ph.D. dissertation, University of Oklahoma, 2000."
,,,,,,,,,,,,,,"Leyva-Espinosa, Raquel Irene Use of broad-scale data to assess changes of scaled quail populations in Texas. Lubbock:Ph.D. dissertation, Texas Tech University, 2000."
,,,,,,,,,,,,,,"Hepinstall, Jeffrey Ahrens Creating spatially explicit predictions of bird presences in Maine: Evaluating input data, model performance, and model output. Orono:Ph.D. dissertation, University of Maine, 2000."
,,,,,,,,,,,,,,"Cotter, Paul A., Andres, Brad A. Breeding bird habitat associations on the Alaska Breeding Bird Survey. U.S. Geological Survey Technical Report, 2000."
,,,,,,,,,,,,,,"Beard, K.H., Hengartner, N., Skelly, D.K. (1999). Effectiveness of predicting breeding bird distributions using probalistic models. Conservation Biology. 13:1108-1116."
,,,,,,,,,,,,,,"Boren, J.C., Engle, D.M., Palmer, M.W., Masters, R.E., Criner, T. (1999). Land use change effects on breeding bird community composition. Journal of Range Management. 52:420-430."
,,,,,,,,,,,,,,"Horn, D.J., FairBairn, S.E., Hollis, R.J. (1999). Comparison of Iowa Winter Bird Feeder Survey and Breeding Bird Survey population trends. Iowa Bird Life. 69:85-88."
,,,,,,,,,,,,,,"Jehl, Joseph R., Jr. (1999). Population studies of Wilson's phalaropes at fall staging areas, 1980-1997: a challenge for monitoring. Waterbirds. 22:37-46."
,,,,,,,,,,,,,,"Keller, C.M.E., Scallan, J.T. (1999). Potential roadside biases due to habitat changes along Breeding Bird Survey routes. Condor. 101:50-57."
,,,,,,,,,,,,,,"Winfree, R. (1999). A BBS run. Bird Watcher's Digest. 21:47-55."
,,,,,,,,,,,,,,"Sauer, J. R., Link, W. A.  ""Regional analysis of population trajectories from the North American Breeding Bird Survey"" Bird numbers 1998: where monitoring and ecological research meet: proceedings of the 14th International Conference of the European Bird Census Council (EBCC) in Cottbus (Brandenburg), Germany, 23-31 March 1998 Wiebelsheim, Germany:AULU-Verlag. 1999. 31-38"
,,,,,,,,,,,,,,"Peterjohn, B., Sauer, J.R.  ""La condicion de la poblacion de aves de pastizal en America del Norte utilizando el breeding Bird Survey de Norteamerica, 1966-1996.   Population status of North American grassland birds from the North American Breeding Bird Survey"" Ecology and conservation of grassland birds of the western hemisphere 1999. 27-44"
,,,,,,,,,,,,,,"Sauer, J.R.  ""Marsh birds and the North American Breeding Bird Survey:  judging the value of a landscape level survey for habitat specialist species with low detection rates"" Proceedings of the Marsh Bird Monitoring Workshop Laurel, Md:U.S. Fish & Wildlife Service and U.S. Geological Survey. 1999. 43"
,,,,,,,,,,,,,,"Houston, C.S., Schmutz, J.K.  ""Changes in bird populations on Canadian grasslands"" Ecology and conservation of grassland birds of the western hemisphere 1999. 87-94"
,,,,,,,,,,,,,,"O'Connor, R.J., Jones, M.T., Boone, R.B., Lauber, T.B.  ""Linking continental climate, land use, and land patterns with grassland bird distribution across the conterminus United States"" Ecology and conservation of grassland birds of the western hemisphere 1999. 45-59"
,,,,,,,,,,,,,,"Wells, J.V., Rosenberg, K.V.  ""Grassland bird conservation in northeastern North America"" Ecology and conservation of grassland birds of the western hemisphere 1999. 72-80"
,,,,,,,,,,,,,,"Farmer, Chris Factors influencing the distribution and abundance of brown-headed cowbirds. Santa Barbara:Ph.D. dissertation, University of California, 1999."
,,,,,,,,,,,,,,"Hunter, Donald O. Avian response to changes in landscape structure in the intermountain west. Fort Collins:Ph.D. dissertation, Colorado State University, 1999."
,,,,,,,,,,,,,,"Zhou, Wenjiong Generalized linear models for spatially correlated data. Athens:Ph.D. dissertation, University of Georgia, 1999."
,,,,,,,,,,,,,,"Rodriguez, Jon Paul Ecology of the contraction of geographical distributions (species abundance, population, range contraction, breeding birds). Princeton, New Jersey:Ph.D. dissertation, Princeton University, 1999."
,,,,,,,,,,,,,,"Roberson, J.A. Central Management Unit Mourning Dove workshop. Texas Parks and Wildlife Department Technical Report, 1999."
,,,,,,,,,,,,,,"Belthoff, James R., Powers, Leon R., Reynolds, Timothy D. (1998). Breeding birds at the Idaho National Engineering and Environmental Laboratory, 1985-1991. Great Basin Naturalist. 58:167-183."
,,,,,,,,,,,,,,"Boulinier, T., Nichols, J.D., Hines, J.E., Sauer, J.R., Flather, C.H., Pollock, K.H. (1998). Higher temporal variability of forest breeding bird communities in fragmented landscapes. Proceedings of the National Academy of Sciences of the United States of America. 95:7497-7501."
,,,,,,,,,,,,,,"Boulinier, T., Nichols, J.D., Sauer, J.R., Hines, J.E., Pollock, K.H. (1998). Estimating species richness:  The importance of heterogeneity in species detectability. Ecology. 79:1018-1028."
,,,,,,,,,,,,,,"Herkert, J.R. (1998). The influence of the CRP on grasshopper sparrow population trends in the mid-continental United States. Wildlife Society Bulletin. 26:227-231."
,,,,,,,,,,,,,,"Keitt, Timothy H., Stanley, H. Eugene (1998). Dynamics of North American breeding bird populations. Nature. 393:257-260."
,,,,,,,,,,,,,,"Kirk, David A., Hyslop, Colleen (1998). Population status and recent trends in Canadian raptors: a review. Biological Conservation. 83:91-118."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J.R. (1998). Estimating population change from count data: application to the North American Breeding Bird Survey. Ecological Applications. 8:258-268."
,,,,,,,,,,,,,,"Link, W.A., Sauer, J.R. (1998). Estimating relative abundance from count data. Austrian Journal of Statistics. 27:83-97."
,,,,,,,,,,,,,,"Nichols, J.D., Boulinier, T., Hines, J.E., Pollock, K.H., Sauer, J.R. (1998). Inference methods for spatial variation in species richness and community composition when not all species are detected. Conservation Biology. 12:1390-1398."
